"DB_ID","Pathway source","Pathway ID","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","Pathway associated genes","p_value","fdr","Pathway"
"GO_BP","biological_process","GO:0007155",32,965,9606,"9606.ENSP00000161559,9606.ENSP00000217289,9606.ENSP00000221992,9606.ENSP00000231484,9606.ENSP00000262426,9606.ENSP00000263735,9606.ENSP00000275954,9606.ENSP00000277903,9606.ENSP00000279022,9606.ENSP00000296420,9606.ENSP00000297508,9606.ENSP00000304945,9606.ENSP00000305416,9606.ENSP00000313172,9606.ENSP00000324302,9606.ENSP00000326888,9606.ENSP00000342858,9606.ENSP00000345359,9606.ENSP00000352540,9606.ENSP00000356991,9606.ENSP00000357073,9606.ENSP00000361097,9606.ENSP00000361959,9606.ENSP00000369320,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000378517,9606.ENSP00000383376,9606.ENSP00000415743,9606.ENSP00000434034,9606.ENSP00000457421,9606.ENSP00000497290","CEACAM1,FERMT1,CEACAM5,PCDH12,FOXF1,EPCAM,TMEM47,HABP2,MYL9,EMCN,MICALL2,ROBO4,S1PR1,BVES,STXBP6,LIMS2,FERMT2,PODXL2,EMP2,NECTIN4,IGSF9,MMRN2,CCN5,RS1,TEK,SEMA5A,SPP1,JAM2,CD36,FZD4,PECAM1,CDH5",1.3e-08,1.85e-05,"Cell adhesion"
"GO_BP","biological_process","GO:0007275",80,4209,9606,"9606.ENSP00000161559,9606.ENSP00000222145,9606.ENSP00000231484,9606.ENSP00000231721,9606.ENSP00000252971,9606.ENSP00000253796,9606.ENSP00000257566,9606.ENSP00000260505,9606.ENSP00000261797,9606.ENSP00000262158,9606.ENSP00000262426,9606.ENSP00000262659,9606.ENSP00000263257,9606.ENSP00000263734,9606.ENSP00000263735,9606.ENSP00000272895,9606.ENSP00000280187,9606.ENSP00000284073,9606.ENSP00000288955,9606.ENSP00000293829,9606.ENSP00000296420,9606.ENSP00000297508,9606.ENSP00000298925,9606.ENSP00000304945,9606.ENSP00000305416,9606.ENSP00000306490,9606.ENSP00000306772,9606.ENSP00000311502,9606.ENSP00000312634,9606.ENSP00000313172,9606.ENSP00000320092,9606.ENSP00000320295,9606.ENSP00000321108,9606.ENSP00000326018,9606.ENSP00000327368,9606.ENSP00000334314,9606.ENSP00000338785,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000343248,9606.ENSP00000345681,9606.ENSP00000349259,9606.ENSP00000352540,9606.ENSP00000353013,9606.ENSP00000354080,9606.ENSP00000355026,9606.ENSP00000355094,9606.ENSP00000357073,9606.ENSP00000358365,9606.ENSP00000361097,9606.ENSP00000361214,9606.ENSP00000362894,9606.ENSP00000363149,9606.ENSP00000364163,9606.ENSP00000364210,9606.ENSP00000366416,9606.ENSP00000366827,9606.ENSP00000369320,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000376177,9606.ENSP00000377823,9606.ENSP00000378517,9606.ENSP00000379087,9606.ENSP00000379377,9606.ENSP00000385545,9606.ENSP00000386213,9606.ENSP00000387739,9606.ENSP00000405841,9606.ENSP00000414378,9606.ENSP00000431012,9606.ENSP00000432568,9606.ENSP00000433560,9606.ENSP00000434034,9606.ENSP00000457421,9606.ENSP00000465638,9606.ENSP00000479243,9606.ENSP00000482841,9606.ENSP00000497290","CEACAM1,RASIP1,PCDH12,SEMA3G,MNX1,RAMP2,TBX3,TTLL7,NDST1,SMAD7,FOXF1,CCM2L,NOVA2,EPAS1,EPCAM,ABCA12,GPM6A,MSI2,GRHL3,FGF11,EMCN,MICALL2,NELL1,ROBO4,S1PR1,CHRM1,LDB2,HEG1,PDLIM2,BVES,SH3GL3,TUBB3,SPOCK2,PRX,COL10A1,EML1,STARD13,CAV1,FERMT2,SBK1,GATA2,SPTBN1,EMP2,CLEC14A,SCUBE1,ARHGEF15,QKI,IGSF9,NRAP,MMRN2,NRG3,RTKN2,SPDEF,NOTCH4,AGER,EDNRB,ST8SIA6,RS1,TEK,SEMA5A,ACVRL1,CALCRL,NDRG4,SPP1,ADM2,GCNT3,KIF26B,MYO3B,AMOTL1,RXFP1,EFNA4,ARHGEF10,SPTBN2,CRYAB,FZD4,PECAM1,TMEM100,ECSCR,CRABP2,CDH5",1.49e-08,1.95e-05,"Multicellular organism development"
"GO_BP","biological_process","GO:0003158",11,98,9606,"9606.ENSP00000304945,9606.ENSP00000305416,9606.ENSP00000311502,9606.ENSP00000338785,9606.ENSP00000348828,9606.ENSP00000354080,9606.ENSP00000364163,9606.ENSP00000366416,9606.ENSP00000373574,9606.ENSP00000457421,9606.ENSP00000465638","ROBO4,S1PR1,HEG1,STARD13,ARHGEF26,SCUBE1,NOTCH4,EDNRB,ACVRL1,PECAM1,TMEM100",1.86e-08,2.24e-05,"Endothelium development"
"GO_BP","biological_process","GO:0048731",75,3867,9606,"9606.ENSP00000161559,9606.ENSP00000222145,9606.ENSP00000231484,9606.ENSP00000231721,9606.ENSP00000252971,9606.ENSP00000253796,9606.ENSP00000257566,9606.ENSP00000260505,9606.ENSP00000261797,9606.ENSP00000262158,9606.ENSP00000262426,9606.ENSP00000262659,9606.ENSP00000263257,9606.ENSP00000263734,9606.ENSP00000263735,9606.ENSP00000272895,9606.ENSP00000280187,9606.ENSP00000284073,9606.ENSP00000288955,9606.ENSP00000293829,9606.ENSP00000296420,9606.ENSP00000297508,9606.ENSP00000298925,9606.ENSP00000304945,9606.ENSP00000305416,9606.ENSP00000306490,9606.ENSP00000306772,9606.ENSP00000311502,9606.ENSP00000312634,9606.ENSP00000313172,9606.ENSP00000320092,9606.ENSP00000320295,9606.ENSP00000321108,9606.ENSP00000326018,9606.ENSP00000327368,9606.ENSP00000334314,9606.ENSP00000339191,9606.ENSP00000343248,9606.ENSP00000345681,9606.ENSP00000349259,9606.ENSP00000352540,9606.ENSP00000353013,9606.ENSP00000354080,9606.ENSP00000355026,9606.ENSP00000355094,9606.ENSP00000357073,9606.ENSP00000358365,9606.ENSP00000361097,9606.ENSP00000361214,9606.ENSP00000362894,9606.ENSP00000363149,9606.ENSP00000364163,9606.ENSP00000364210,9606.ENSP00000366416,9606.ENSP00000369320,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000376177,9606.ENSP00000377823,9606.ENSP00000378517,9606.ENSP00000379087,9606.ENSP00000379377,9606.ENSP00000385545,9606.ENSP00000387739,9606.ENSP00000405841,9606.ENSP00000414378,9606.ENSP00000431012,9606.ENSP00000432568,9606.ENSP00000433560,9606.ENSP00000434034,9606.ENSP00000457421,9606.ENSP00000465638,9606.ENSP00000479243,9606.ENSP00000497290","CEACAM1,RASIP1,PCDH12,SEMA3G,MNX1,RAMP2,TBX3,TTLL7,NDST1,SMAD7,FOXF1,CCM2L,NOVA2,EPAS1,EPCAM,ABCA12,GPM6A,MSI2,GRHL3,FGF11,EMCN,MICALL2,NELL1,ROBO4,S1PR1,CHRM1,LDB2,HEG1,PDLIM2,BVES,SH3GL3,TUBB3,SPOCK2,PRX,COL10A1,EML1,CAV1,SBK1,GATA2,SPTBN1,EMP2,CLEC14A,SCUBE1,ARHGEF15,QKI,IGSF9,NRAP,MMRN2,NRG3,RTKN2,SPDEF,NOTCH4,AGER,EDNRB,RS1,TEK,SEMA5A,ACVRL1,CALCRL,NDRG4,SPP1,ADM2,GCNT3,KIF26B,AMOTL1,RXFP1,EFNA4,ARHGEF10,SPTBN2,CRYAB,FZD4,PECAM1,TMEM100,ECSCR,CDH5",2.42e-08,2.71e-05,"System development"
"GO_BP","biological_process","GO:0045446",10,82,9606,"9606.ENSP00000304945,9606.ENSP00000305416,9606.ENSP00000311502,9606.ENSP00000348828,9606.ENSP00000354080,9606.ENSP00000364163,9606.ENSP00000366416,9606.ENSP00000373574,9606.ENSP00000457421,9606.ENSP00000465638","ROBO4,S1PR1,HEG1,ARHGEF26,SCUBE1,NOTCH4,EDNRB,ACVRL1,PECAM1,TMEM100",4.09e-08,4.27e-05,"Endothelial cell differentiation"
"GO_BP","biological_process","GO:0048856",90,5117,9606,"9606.ENSP00000161559,9606.ENSP00000222145,9606.ENSP00000222693,9606.ENSP00000231484,9606.ENSP00000231721,9606.ENSP00000252971,9606.ENSP00000253796,9606.ENSP00000257566,9606.ENSP00000260505,9606.ENSP00000261797,9606.ENSP00000262158,9606.ENSP00000262426,9606.ENSP00000262659,9606.ENSP00000263257,9606.ENSP00000263734,9606.ENSP00000263735,9606.ENSP00000272895,9606.ENSP00000279022,9606.ENSP00000280187,9606.ENSP00000284073,9606.ENSP00000288955,9606.ENSP00000293829,9606.ENSP00000296130,9606.ENSP00000296420,9606.ENSP00000296695,9606.ENSP00000297508,9606.ENSP00000298159,9606.ENSP00000298925,9606.ENSP00000304945,9606.ENSP00000305416,9606.ENSP00000306490,9606.ENSP00000306772,9606.ENSP00000311502,9606.ENSP00000312634,9606.ENSP00000313172,9606.ENSP00000320092,9606.ENSP00000320295,9606.ENSP00000321108,9606.ENSP00000326018,9606.ENSP00000327368,9606.ENSP00000334314,9606.ENSP00000338785,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000343248,9606.ENSP00000345681,9606.ENSP00000348828,9606.ENSP00000349259,9606.ENSP00000352540,9606.ENSP00000353013,9606.ENSP00000354080,9606.ENSP00000355026,9606.ENSP00000355094,9606.ENSP00000357073,9606.ENSP00000358365,9606.ENSP00000361097,9606.ENSP00000361214,9606.ENSP00000362894,9606.ENSP00000363149,9606.ENSP00000364163,9606.ENSP00000364210,9606.ENSP00000366416,9606.ENSP00000366827,9606.ENSP00000367608,9606.ENSP00000368727,9606.ENSP00000369320,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000376177,9606.ENSP00000377823,9606.ENSP00000378517,9606.ENSP00000379087,9606.ENSP00000379377,9606.ENSP00000383376,9606.ENSP00000385545,9606.ENSP00000386213,9606.ENSP00000387739,9606.ENSP00000405841,9606.ENSP00000414378,9606.ENSP00000431012,9606.ENSP00000432568,9606.ENSP00000433560,9606.ENSP00000434034,9606.ENSP00000447488,9606.ENSP00000457421,9606.ENSP00000465638,9606.ENSP00000479243,9606.ENSP00000482841,9606.ENSP00000497290","CEACAM1,RASIP1,CAV2,PCDH12,SEMA3G,MNX1,RAMP2,TBX3,TTLL7,NDST1,SMAD7,FOXF1,CCM2L,NOVA2,EPAS1,EPCAM,ABCA12,MYL9,GPM6A,MSI2,GRHL3,FGF11,CLEC3B,EMCN,SPINK1,MICALL2,CFL2,NELL1,ROBO4,S1PR1,CHRM1,LDB2,HEG1,PDLIM2,BVES,SH3GL3,TUBB3,SPOCK2,PRX,COL10A1,EML1,STARD13,CAV1,FERMT2,SBK1,GATA2,ARHGEF26,SPTBN1,EMP2,CLEC14A,SCUBE1,ARHGEF15,QKI,IGSF9,NRAP,MMRN2,NRG3,RTKN2,SPDEF,NOTCH4,AGER,EDNRB,ST8SIA6,CA9,XDH,RS1,TEK,SEMA5A,ACVRL1,CALCRL,NDRG4,SPP1,ADM2,GCNT3,JAM2,KIF26B,MYO3B,AMOTL1,RXFP1,EFNA4,ARHGEF10,SPTBN2,CRYAB,FZD4,LIN7A,PECAM1,TMEM100,ECSCR,CRABP2,CDH5",4.51e-08,4.42e-05,"Anatomical structure development"
"GO_BP","biological_process","GO:2000145",31,988,9606,"9606.ENSP00000161559,9606.ENSP00000217289,9606.ENSP00000231721,9606.ENSP00000262158,9606.ENSP00000262426,9606.ENSP00000304945,9606.ENSP00000305416,9606.ENSP00000305603,9606.ENSP00000306772,9606.ENSP00000321108,9606.ENSP00000338785,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000345681,9606.ENSP00000348278,9606.ENSP00000349541,9606.ENSP00000352540,9606.ENSP00000356437,9606.ENSP00000361097,9606.ENSP00000361214,9606.ENSP00000364210,9606.ENSP00000368664,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000377823,9606.ENSP00000383376,9606.ENSP00000387739,9606.ENSP00000434034,9606.ENSP00000457421,9606.ENSP00000497290","CEACAM1,FERMT1,SEMA3G,SMAD7,FOXF1,ROBO4,S1PR1,FUT3,LDB2,SPOCK2,STARD13,CAV1,FERMT2,GATA2,STK39,CAVIN1,EMP2,SASH1,MMRN2,NRG3,AGER,RGCC,TEK,SEMA5A,ACVRL1,NDRG4,JAM2,AMOTL1,FZD4,PECAM1,CDH5",7.57e-08,6.98e-05,"Regulation of cell motility"
"GO_BP","biological_process","GO:0032502",95,5657,9606,"9606.ENSP00000161559,9606.ENSP00000222145,9606.ENSP00000222693,9606.ENSP00000231484,9606.ENSP00000231721,9606.ENSP00000252971,9606.ENSP00000253796,9606.ENSP00000257566,9606.ENSP00000260505,9606.ENSP00000261797,9606.ENSP00000262158,9606.ENSP00000262426,9606.ENSP00000262659,9606.ENSP00000263257,9606.ENSP00000263734,9606.ENSP00000263735,9606.ENSP00000272895,9606.ENSP00000279022,9606.ENSP00000280187,9606.ENSP00000284073,9606.ENSP00000288955,9606.ENSP00000293829,9606.ENSP00000296130,9606.ENSP00000296420,9606.ENSP00000296695,9606.ENSP00000297508,9606.ENSP00000298159,9606.ENSP00000298925,9606.ENSP00000304945,9606.ENSP00000305416,9606.ENSP00000306490,9606.ENSP00000306772,9606.ENSP00000311502,9606.ENSP00000312634,9606.ENSP00000313172,9606.ENSP00000320092,9606.ENSP00000320295,9606.ENSP00000321108,9606.ENSP00000321835,9606.ENSP00000326018,9606.ENSP00000327368,9606.ENSP00000334314,9606.ENSP00000338785,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000343248,9606.ENSP00000345681,9606.ENSP00000348828,9606.ENSP00000349259,9606.ENSP00000352540,9606.ENSP00000353013,9606.ENSP00000354080,9606.ENSP00000355026,9606.ENSP00000355094,9606.ENSP00000357073,9606.ENSP00000358365,9606.ENSP00000361097,9606.ENSP00000361214,9606.ENSP00000362894,9606.ENSP00000363149,9606.ENSP00000364163,9606.ENSP00000364210,9606.ENSP00000366416,9606.ENSP00000366827,9606.ENSP00000367608,9606.ENSP00000368727,9606.ENSP00000369320,9606.ENSP00000369375,9606.ENSP00000369442,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000376177,9606.ENSP00000376609,9606.ENSP00000377823,9606.ENSP00000378517,9606.ENSP00000379087,9606.ENSP00000379377,9606.ENSP00000383376,9606.ENSP00000385545,9606.ENSP00000386213,9606.ENSP00000387739,9606.ENSP00000405841,9606.ENSP00000414150,9606.ENSP00000414378,9606.ENSP00000431012,9606.ENSP00000432568,9606.ENSP00000433560,9606.ENSP00000434034,9606.ENSP00000447488,9606.ENSP00000450244,9606.ENSP00000457421,9606.ENSP00000465638,9606.ENSP00000479243,9606.ENSP00000482841,9606.ENSP00000497290","CEACAM1,RASIP1,CAV2,PCDH12,SEMA3G,MNX1,RAMP2,TBX3,TTLL7,NDST1,SMAD7,FOXF1,CCM2L,NOVA2,EPAS1,EPCAM,ABCA12,MYL9,GPM6A,MSI2,GRHL3,FGF11,CLEC3B,EMCN,SPINK1,MICALL2,CFL2,NELL1,ROBO4,S1PR1,CHRM1,LDB2,HEG1,PDLIM2,BVES,SH3GL3,TUBB3,SPOCK2,ETV4,PRX,COL10A1,EML1,STARD13,CAV1,FERMT2,SBK1,GATA2,ARHGEF26,SPTBN1,EMP2,CLEC14A,SCUBE1,ARHGEF15,QKI,IGSF9,NRAP,MMRN2,NRG3,RTKN2,SPDEF,NOTCH4,AGER,EDNRB,ST8SIA6,CA9,XDH,RS1,TEK,KL,SEMA5A,ACVRL1,CALCRL,GRK5,NDRG4,SPP1,ADM2,GCNT3,JAM2,KIF26B,MYO3B,AMOTL1,RXFP1,ERG,EFNA4,ARHGEF10,SPTBN2,CRYAB,FZD4,LIN7A,RASAL1,PECAM1,TMEM100,ECSCR,CRABP2,CDH5",1.42e-07,0.00012,"Developmental process"
"GO_BP","biological_process","GO:0030334",29,927,9606,"9606.ENSP00000161559,9606.ENSP00000217289,9606.ENSP00000231721,9606.ENSP00000262158,9606.ENSP00000262426,9606.ENSP00000304945,9606.ENSP00000305416,9606.ENSP00000305603,9606.ENSP00000306772,9606.ENSP00000338785,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000345681,9606.ENSP00000348278,9606.ENSP00000352540,9606.ENSP00000356437,9606.ENSP00000361097,9606.ENSP00000361214,9606.ENSP00000364210,9606.ENSP00000368664,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000377823,9606.ENSP00000383376,9606.ENSP00000387739,9606.ENSP00000434034,9606.ENSP00000457421,9606.ENSP00000497290","CEACAM1,FERMT1,SEMA3G,SMAD7,FOXF1,ROBO4,S1PR1,FUT3,LDB2,STARD13,CAV1,FERMT2,GATA2,STK39,EMP2,SASH1,MMRN2,NRG3,AGER,RGCC,TEK,SEMA5A,ACVRL1,NDRG4,JAM2,AMOTL1,FZD4,PECAM1,CDH5",2.22e-07,0.00018,"Regulation of cell migration"
"GO_BP","biological_process","GO:0030155",26,784,9606,"9606.ENSP00000161559,9606.ENSP00000217289,9606.ENSP00000262158,9606.ENSP00000262426,9606.ENSP00000263735,9606.ENSP00000264257,9606.ENSP00000272895,9606.ENSP00000296420,9606.ENSP00000305416,9606.ENSP00000305603,9606.ENSP00000321108,9606.ENSP00000326888,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000347712,9606.ENSP00000352540,9606.ENSP00000364163,9606.ENSP00000364210,9606.ENSP00000368664,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000385545,9606.ENSP00000387498,9606.ENSP00000415743,9606.ENSP00000434034","CEACAM1,FERMT1,SMAD7,FOXF1,EPCAM,IL1RL2,ABCA12,EMCN,S1PR1,FUT3,SPOCK2,LIMS2,CAV1,FERMT2,C2CD4A,EMP2,NOTCH4,AGER,RGCC,TEK,SEMA5A,ACVRL1,KIF26B,FUT2,CD36,FZD4",3.45e-07,0.00027,"Regulation of cell adhesion"
"GO_BP","biological_process","GO:0001570",8,70,9606,"9606.ENSP00000222145,9606.ENSP00000253796,9606.ENSP00000262426,9606.ENSP00000311502,9606.ENSP00000339191,9606.ENSP00000355094,9606.ENSP00000434034,9606.ENSP00000465638","RASIP1,RAMP2,FOXF1,HEG1,CAV1,QKI,FZD4,TMEM100",1.5e-06,0.0011,"Vasculogenesis"
"GO_BP","biological_process","GO:2000351",7,51,9606,"9606.ENSP00000253796,9606.ENSP00000345681,9606.ENSP00000368664,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000479243,9606.ENSP00000497290","RAMP2,GATA2,RGCC,TEK,SEMA5A,ECSCR,CDH5",2.28e-06,0.0016,"Regulation of endothelial cell apoptotic process"
"GO_BP","biological_process","GO:2001212",5,17,9606,"9606.ENSP00000161559,9606.ENSP00000253796,9606.ENSP00000352540,9606.ENSP00000368727,9606.ENSP00000465638","CEACAM1,RAMP2,EMP2,XDH,TMEM100",2.64e-06,0.0018,"Regulation of vasculogenesis"
"GO_BP","biological_process","GO:0001936",10,138,9606,"9606.ENSP00000222693,9606.ENSP00000339191,9606.ENSP00000345681,9606.ENSP00000361097,9606.ENSP00000368664,9606.ENSP00000368727,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000387498","CAV2,CAV1,GATA2,MMRN2,RGCC,XDH,TEK,SEMA5A,ACVRL1,FUT2",3.49e-06,0.0023,"Regulation of endothelial cell proliferation"
"GO_BP","biological_process","GO:0045601",6,35,9606,"9606.ENSP00000161559,9606.ENSP00000364163,9606.ENSP00000368727,9606.ENSP00000373574,9606.ENSP00000465638,9606.ENSP00000497290","CEACAM1,NOTCH4,XDH,ACVRL1,TMEM100,CDH5",3.9e-06,0.0024,"Regulation of endothelial cell differentiation"
"GO_BP","biological_process","GO:0009888",39,1723,9606,"9606.ENSP00000161559,9606.ENSP00000222145,9606.ENSP00000222693,9606.ENSP00000231721,9606.ENSP00000257566,9606.ENSP00000262158,9606.ENSP00000262426,9606.ENSP00000263734,9606.ENSP00000263735,9606.ENSP00000272895,9606.ENSP00000288955,9606.ENSP00000296130,9606.ENSP00000298159,9606.ENSP00000304945,9606.ENSP00000305416,9606.ENSP00000306772,9606.ENSP00000311502,9606.ENSP00000313172,9606.ENSP00000320295,9606.ENSP00000338785,9606.ENSP00000339191,9606.ENSP00000345681,9606.ENSP00000348828,9606.ENSP00000354080,9606.ENSP00000358365,9606.ENSP00000363149,9606.ENSP00000364163,9606.ENSP00000366416,9606.ENSP00000367608,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000377823,9606.ENSP00000378517,9606.ENSP00000379377,9606.ENSP00000385545,9606.ENSP00000405841,9606.ENSP00000457421,9606.ENSP00000465638,9606.ENSP00000482841","CEACAM1,RASIP1,CAV2,SEMA3G,TBX3,SMAD7,FOXF1,EPAS1,EPCAM,ABCA12,GRHL3,CLEC3B,CFL2,ROBO4,S1PR1,LDB2,HEG1,BVES,TUBB3,STARD13,CAV1,GATA2,ARHGEF26,SCUBE1,NRAP,SPDEF,NOTCH4,EDNRB,CA9,SEMA5A,ACVRL1,NDRG4,SPP1,GCNT3,KIF26B,RXFP1,PECAM1,TMEM100,CRABP2",4.87e-06,0.0029,"Tissue development"
"GO_BP","biological_process","GO:0030856",10,149,9606,"9606.ENSP00000161559,9606.ENSP00000257566,9606.ENSP00000272895,9606.ENSP00000321835,9606.ENSP00000339191,9606.ENSP00000364163,9606.ENSP00000368727,9606.ENSP00000373574,9606.ENSP00000465638,9606.ENSP00000497290","CEACAM1,TBX3,ABCA12,ETV4,CAV1,NOTCH4,XDH,ACVRL1,TMEM100,CDH5",6.61e-06,0.0038,"Regulation of epithelial cell differentiation"
"GO_BP","biological_process","GO:0003013",18,493,9606,"9606.ENSP00000161559,9606.ENSP00000242249,9606.ENSP00000253796,9606.ENSP00000285238,9606.ENSP00000311502,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000347712,9606.ENSP00000348278,9606.ENSP00000352540,9606.ENSP00000364210,9606.ENSP00000366416,9606.ENSP00000369375,9606.ENSP00000369442,9606.ENSP00000373574,9606.ENSP00000379087,9606.ENSP00000415743,9606.ENSP00000497290","CEACAM1,RAMP3,RAMP2,ABCC3,HEG1,CAV1,FERMT2,C2CD4A,STK39,EMP2,AGER,EDNRB,TEK,KL,ACVRL1,ADM2,CD36,CDH5",7.04e-06,0.0039,"Circulatory system process"
"GO_BP","biological_process","GO:0032501",99,6490,9606,"9606.ENSP00000161559,9606.ENSP00000185206,9606.ENSP00000217289,9606.ENSP00000222145,9606.ENSP00000231484,9606.ENSP00000231721,9606.ENSP00000242249,9606.ENSP00000252971,9606.ENSP00000253796,9606.ENSP00000257566,9606.ENSP00000260505,9606.ENSP00000261797,9606.ENSP00000262158,9606.ENSP00000262406,9606.ENSP00000262426,9606.ENSP00000262659,9606.ENSP00000263257,9606.ENSP00000263734,9606.ENSP00000263735,9606.ENSP00000266085,9606.ENSP00000272895,9606.ENSP00000279022,9606.ENSP00000280187,9606.ENSP00000284073,9606.ENSP00000285238,9606.ENSP00000288955,9606.ENSP00000293829,9606.ENSP00000296130,9606.ENSP00000296420,9606.ENSP00000296695,9606.ENSP00000297508,9606.ENSP00000298351,9606.ENSP00000298925,9606.ENSP00000304945,9606.ENSP00000305416,9606.ENSP00000305731,9606.ENSP00000306490,9606.ENSP00000306772,9606.ENSP00000311502,9606.ENSP00000312634,9606.ENSP00000313172,9606.ENSP00000320092,9606.ENSP00000320295,9606.ENSP00000321108,9606.ENSP00000326018,9606.ENSP00000327368,9606.ENSP00000334314,9606.ENSP00000336775,9606.ENSP00000338785,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000343248,9606.ENSP00000345681,9606.ENSP00000347712,9606.ENSP00000348278,9606.ENSP00000349259,9606.ENSP00000352540,9606.ENSP00000353013,9606.ENSP00000354080,9606.ENSP00000355026,9606.ENSP00000355094,9606.ENSP00000357073,9606.ENSP00000358365,9606.ENSP00000359245,9606.ENSP00000361097,9606.ENSP00000361214,9606.ENSP00000362894,9606.ENSP00000363149,9606.ENSP00000364163,9606.ENSP00000364210,9606.ENSP00000366416,9606.ENSP00000366827,9606.ENSP00000369320,9606.ENSP00000369375,9606.ENSP00000369442,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000376177,9606.ENSP00000377823,9606.ENSP00000378517,9606.ENSP00000379087,9606.ENSP00000379377,9606.ENSP00000383376,9606.ENSP00000385545,9606.ENSP00000386213,9606.ENSP00000387739,9606.ENSP00000392105,9606.ENSP00000405841,9606.ENSP00000414378,9606.ENSP00000415743,9606.ENSP00000431012,9606.ENSP00000432568,9606.ENSP00000433560,9606.ENSP00000434034,9606.ENSP00000457421,9606.ENSP00000465638,9606.ENSP00000479243,9606.ENSP00000482841,9606.ENSP00000497290","CEACAM1,CLIC5,FERMT1,RASIP1,PCDH12,SEMA3G,RAMP3,MNX1,RAMP2,TBX3,TTLL7,NDST1,SMAD7,RGS9,FOXF1,CCM2L,NOVA2,EPAS1,EPCAM,TIMP3,ABCA12,MYL9,GPM6A,MSI2,ABCC3,GRHL3,FGF11,CLEC3B,EMCN,SPINK1,MICALL2,TMEM63C,NELL1,ROBO4,S1PR1,CST1,CHRM1,LDB2,HEG1,PDLIM2,BVES,SH3GL3,TUBB3,SPOCK2,PRX,COL10A1,EML1,SYNM,STARD13,CAV1,FERMT2,SBK1,GATA2,C2CD4A,STK39,SPTBN1,EMP2,CLEC14A,SCUBE1,ARHGEF15,QKI,IGSF9,NRAP,ABCA4,MMRN2,NRG3,RTKN2,SPDEF,NOTCH4,AGER,EDNRB,ST8SIA6,RS1,TEK,KL,SEMA5A,ACVRL1,CALCRL,NDRG4,SPP1,ADM2,GCNT3,JAM2,KIF26B,MYO3B,AMOTL1,INAVA,RXFP1,EFNA4,CD36,ARHGEF10,SPTBN2,CRYAB,FZD4,PECAM1,TMEM100,ECSCR,CRABP2,CDH5",7.19e-06,0.0039,"Multicellular organismal process"
"GO_BP","biological_process","GO:0061061",18,498,9606,"9606.ENSP00000222693,9606.ENSP00000253796,9606.ENSP00000257566,9606.ENSP00000262158,9606.ENSP00000262426,9606.ENSP00000263734,9606.ENSP00000279022,9606.ENSP00000298159,9606.ENSP00000305416,9606.ENSP00000311502,9606.ENSP00000312634,9606.ENSP00000313172,9606.ENSP00000339191,9606.ENSP00000355094,9606.ENSP00000358365,9606.ENSP00000366416,9606.ENSP00000383376,9606.ENSP00000433560","CAV2,RAMP2,TBX3,SMAD7,FOXF1,EPAS1,MYL9,CFL2,S1PR1,HEG1,PDLIM2,BVES,CAV1,QKI,NRAP,EDNRB,JAM2,CRYAB",8.04e-06,0.0042,"Muscle structure development"
"GO_BP","biological_process","GO:0001937",6,43,9606,"9606.ENSP00000222693,9606.ENSP00000339191,9606.ENSP00000361097,9606.ENSP00000368664,9606.ENSP00000368727,9606.ENSP00000373574","CAV2,CAV1,MMRN2,RGCC,XDH,ACVRL1",1.13e-05,0.0057,"Negative regulation of endothelial cell proliferation"
"GO_BP","biological_process","GO:0050678",15,366,9606,"9606.ENSP00000161559,9606.ENSP00000222693,9606.ENSP00000296695,9606.ENSP00000315137,9606.ENSP00000326888,9606.ENSP00000339191,9606.ENSP00000345681,9606.ENSP00000361097,9606.ENSP00000366416,9606.ENSP00000368664,9606.ENSP00000368727,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000387498","CEACAM1,CAV2,SPINK1,SGPP2,LIMS2,CAV1,GATA2,MMRN2,EDNRB,RGCC,XDH,TEK,SEMA5A,ACVRL1,FUT2",1.15e-05,0.0057,"Regulation of epithelial cell proliferation"
