"DB_ID","Pathway source","Pathway ID","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","Pathway associated genes","p_value","fdr","Pathway"
"GO_BP","biological_process","GO:0032879",39,2103,9606,"9606.ENSP00000212015,9606.ENSP00000223366,9606.ENSP00000225831,9606.ENSP00000252486,9606.ENSP00000265641,9606.ENSP00000269848,9606.ENSP00000287820,9606.ENSP00000295108,9606.ENSP00000295886,9606.ENSP00000303830,9606.ENSP00000304895,9606.ENSP00000312987,9606.ENSP00000330393,9606.ENSP00000332208,9606.ENSP00000345708,9606.ENSP00000348069,9606.ENSP00000352833,9606.ENSP00000353099,9606.ENSP00000356094,9606.ENSP00000365016,9606.ENSP00000366863,9606.ENSP00000368880,9606.ENSP00000370421,9606.ENSP00000375892,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000384092,9606.ENSP00000385675,9606.ENSP00000387662,9606.ENSP00000389814,9606.ENSP00000398698,9606.ENSP00000418823,9606.ENSP00000428056,9606.ENSP00000438804,9606.ENSP00000467494,9606.ENSP00000486891,9606.ENSP00000494321,9606.ENSP00000497642,9606.ENSP00000499695","SIRT1,GCK,CCL2,APOE,CPT1A,PFKL,PPARG,NEUROD1,NKX6-1,INSR,IRS1,HNF4A,LEPR,RFX6,KCNJ11,SREBF1,PTPN22,HLA-DRB1,AVPR1B,IRS2,TBC1D4,FOXO1,PDX1,AKT2,NFE2L2,INS,POMC,IL6,GCG,ADIPOQ,TNF,FTO,PIK3R1,HNF1A,GIPR,TCF7L2,ABCC8,LPL,UCP2",8.27e-14,1.17e-11,"Regulation of localization"
"GO_BP","biological_process","GO:0065007",93,12385,9606,"9606.ENSP00000212015,9606.ENSP00000216392,9606.ENSP00000223366,9606.ENSP00000225831,9606.ENSP00000231509,9606.ENSP00000239938,9606.ENSP00000242462,9606.ENSP00000245479,9606.ENSP00000252486,9606.ENSP00000252971,9606.ENSP00000256104,9606.ENSP00000264717,9606.ENSP00000264867,9606.ENSP00000265641,9606.ENSP00000269216,9606.ENSP00000269848,9606.ENSP00000287641,9606.ENSP00000287820,9606.ENSP00000295108,9606.ENSP00000295886,9606.ENSP00000299766,9606.ENSP00000302630,9606.ENSP00000303252,9606.ENSP00000303830,9606.ENSP00000304895,9606.ENSP00000306512,9606.ENSP00000307023,9606.ENSP00000312987,9606.ENSP00000320935,9606.ENSP00000328364,9606.ENSP00000330341,9606.ENSP00000330393,9606.ENSP00000332208,9606.ENSP00000337383,9606.ENSP00000345492,9606.ENSP00000345708,9606.ENSP00000348069,9606.ENSP00000351255,9606.ENSP00000352516,9606.ENSP00000352673,9606.ENSP00000352833,9606.ENSP00000353099,9606.ENSP00000353198,9606.ENSP00000356094,9606.ENSP00000359871,9606.ENSP00000362353,9606.ENSP00000364080,9606.ENSP00000365016,9606.ENSP00000366863,9606.ENSP00000368014,9606.ENSP00000368332,9606.ENSP00000368880,9606.ENSP00000369293,9606.ENSP00000370421,9606.ENSP00000371398,9606.ENSP00000375892,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000381736,9606.ENSP00000383558,9606.ENSP00000384092,9606.ENSP00000384273,9606.ENSP00000385675,9606.ENSP00000386104,9606.ENSP00000387662,9606.ENSP00000389814,9606.ENSP00000392709,9606.ENSP00000395535,9606.ENSP00000398698,9606.ENSP00000408025,9606.ENSP00000408617,9606.ENSP00000416338,9606.ENSP00000418259,9606.ENSP00000418823,9606.ENSP00000420588,9606.ENSP00000428056,9606.ENSP00000431885,9606.ENSP00000438804,9606.ENSP00000446252,9606.ENSP00000462521,9606.ENSP00000467494,9606.ENSP00000480291,9606.ENSP00000481570,9606.ENSP00000486891,9606.ENSP00000494321,9606.ENSP00000494664,9606.ENSP00000496168,9606.ENSP00000497102,9606.ENSP00000497271,9606.ENSP00000497642,9606.ENSP00000497767,9606.ENSP00000498994,9606.ENSP00000499695","SIRT1,PYGL,GCK,CCL2,NR3C1,EGR1,NEUROG3,SOX9,APOE,MNX1,FABP4,GCKR,PPARGC1A,CPT1A,GATA6,PFKL,SST,PPARG,NEUROD1,NKX6-1,MC4R,ONECUT1,ZNF804A,INSR,IRS1,CXCL8,KLF11,HNF4A,SLC2A4,MAFA,SOCS3,LEPR,RFX6,NLRP3,SH2B3,KCNJ11,SREBF1,STAT4,DNMT1,ELF3,PTPN22,HLA-DRB1,PYY,AVPR1B,ACADM,GLP1R,HLA-DQB1,IRS2,TBC1D4,PAX4,ARX,FOXO1,IL2RA,PDX1,GLIS3,AKT2,NFE2L2,INS,ATP5F1A,GCGR,POMC,RELA,IL6,CPE,GCG,ADIPOQ,NDUFS1,MECP2,TNF,FBP1,HDAC9,MFN2,ZFP57,FTO,TFAM,PIK3R1,TYK2,HNF1A,SOD2,TXNIP,GIPR,HNF1B,TNFAIP3,TCF7L2,ABCC8,HK1,BCL11A,CTLA4,IFIH1,LPL,ALDOB,PC,UCP2",1.06e-13,1.47e-11,"Biological regulation"
"GO_BP","biological_process","GO:0048513",48,3246,9606,"9606.ENSP00000212015,9606.ENSP00000225831,9606.ENSP00000231509,9606.ENSP00000239938,9606.ENSP00000242462,9606.ENSP00000245479,9606.ENSP00000252971,9606.ENSP00000264867,9606.ENSP00000265641,9606.ENSP00000269216,9606.ENSP00000287820,9606.ENSP00000295108,9606.ENSP00000295886,9606.ENSP00000302630,9606.ENSP00000303830,9606.ENSP00000306512,9606.ENSP00000312987,9606.ENSP00000330341,9606.ENSP00000330393,9606.ENSP00000332208,9606.ENSP00000345492,9606.ENSP00000348069,9606.ENSP00000352673,9606.ENSP00000352833,9606.ENSP00000353099,9606.ENSP00000359871,9606.ENSP00000365016,9606.ENSP00000368014,9606.ENSP00000368332,9606.ENSP00000370421,9606.ENSP00000375892,9606.ENSP00000384273,9606.ENSP00000385675,9606.ENSP00000386104,9606.ENSP00000395535,9606.ENSP00000398698,9606.ENSP00000408617,9606.ENSP00000416338,9606.ENSP00000418823,9606.ENSP00000428056,9606.ENSP00000438804,9606.ENSP00000445175,9606.ENSP00000446252,9606.ENSP00000462521,9606.ENSP00000467494,9606.ENSP00000480291,9606.ENSP00000486891,9606.ENSP00000499695","SIRT1,CCL2,NR3C1,EGR1,NEUROG3,SOX9,MNX1,PPARGC1A,CPT1A,GATA6,PPARG,NEUROD1,NKX6-1,ONECUT1,INSR,CXCL8,HNF4A,SOCS3,LEPR,RFX6,SH2B3,SREBF1,ELF3,PTPN22,HLA-DRB1,ACADM,IRS2,PAX4,ARX,PDX1,AKT2,RELA,IL6,CPE,MECP2,TNF,HDAC9,MFN2,FTO,PIK3R1,HNF1A,LDHA,SOD2,TXNIP,GIPR,HNF1B,TCF7L2,UCP2",1.2e-13,1.65e-11,"Animal organ development"
"GO_BP","biological_process","GO:0007165",58,4714,9606,"9606.ENSP00000212015,9606.ENSP00000225831,9606.ENSP00000231509,9606.ENSP00000239938,9606.ENSP00000245479,9606.ENSP00000252486,9606.ENSP00000287641,9606.ENSP00000287820,9606.ENSP00000295108,9606.ENSP00000295886,9606.ENSP00000299766,9606.ENSP00000302630,9606.ENSP00000303830,9606.ENSP00000304895,9606.ENSP00000306512,9606.ENSP00000312987,9606.ENSP00000328364,9606.ENSP00000330341,9606.ENSP00000330393,9606.ENSP00000337383,9606.ENSP00000345492,9606.ENSP00000348069,9606.ENSP00000351255,9606.ENSP00000352516,9606.ENSP00000352833,9606.ENSP00000353099,9606.ENSP00000353198,9606.ENSP00000356094,9606.ENSP00000362353,9606.ENSP00000364080,9606.ENSP00000365016,9606.ENSP00000368880,9606.ENSP00000369293,9606.ENSP00000370421,9606.ENSP00000375892,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000383558,9606.ENSP00000384092,9606.ENSP00000384273,9606.ENSP00000385675,9606.ENSP00000386104,9606.ENSP00000387662,9606.ENSP00000389814,9606.ENSP00000395535,9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000431885,9606.ENSP00000438804,9606.ENSP00000446252,9606.ENSP00000462521,9606.ENSP00000467494,9606.ENSP00000480291,9606.ENSP00000481570,9606.ENSP00000486891,9606.ENSP00000497102,9606.ENSP00000497271,9606.ENSP00000497642","SIRT1,CCL2,NR3C1,EGR1,SOX9,APOE,SST,PPARG,NEUROD1,NKX6-1,MC4R,ONECUT1,INSR,IRS1,CXCL8,HNF4A,MAFA,SOCS3,LEPR,NLRP3,SH2B3,SREBF1,STAT4,DNMT1,PTPN22,HLA-DRB1,PYY,AVPR1B,GLP1R,HLA-DQB1,IRS2,FOXO1,IL2RA,PDX1,AKT2,NFE2L2,INS,GCGR,POMC,RELA,IL6,CPE,GCG,ADIPOQ,MECP2,TNF,PIK3R1,TYK2,HNF1A,SOD2,TXNIP,GIPR,HNF1B,TNFAIP3,TCF7L2,CTLA4,IFIH1,LPL",1.25e-13,1.7e-11,"Signal transduction"
"GO_BP","biological_process","GO:0080090",65,5899,9606,"9606.ENSP00000212015,9606.ENSP00000223366,9606.ENSP00000231509,9606.ENSP00000239938,9606.ENSP00000242462,9606.ENSP00000245479,9606.ENSP00000252486,9606.ENSP00000252971,9606.ENSP00000256104,9606.ENSP00000264717,9606.ENSP00000264867,9606.ENSP00000265641,9606.ENSP00000269216,9606.ENSP00000287820,9606.ENSP00000295108,9606.ENSP00000295886,9606.ENSP00000302630,9606.ENSP00000303830,9606.ENSP00000304895,9606.ENSP00000307023,9606.ENSP00000312987,9606.ENSP00000328364,9606.ENSP00000330341,9606.ENSP00000330393,9606.ENSP00000332208,9606.ENSP00000337383,9606.ENSP00000345492,9606.ENSP00000348069,9606.ENSP00000351255,9606.ENSP00000352516,9606.ENSP00000352673,9606.ENSP00000352833,9606.ENSP00000353099,9606.ENSP00000356094,9606.ENSP00000359871,9606.ENSP00000365016,9606.ENSP00000368014,9606.ENSP00000368332,9606.ENSP00000368880,9606.ENSP00000370421,9606.ENSP00000371398,9606.ENSP00000375892,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000383558,9606.ENSP00000384092,9606.ENSP00000384273,9606.ENSP00000385675,9606.ENSP00000387662,9606.ENSP00000389814,9606.ENSP00000395535,9606.ENSP00000398698,9606.ENSP00000408025,9606.ENSP00000408617,9606.ENSP00000418259,9606.ENSP00000418823,9606.ENSP00000420588,9606.ENSP00000428056,9606.ENSP00000438804,9606.ENSP00000446252,9606.ENSP00000462521,9606.ENSP00000480291,9606.ENSP00000481570,9606.ENSP00000486891,9606.ENSP00000496168","SIRT1,GCK,NR3C1,EGR1,NEUROG3,SOX9,APOE,MNX1,FABP4,GCKR,PPARGC1A,CPT1A,GATA6,PPARG,NEUROD1,NKX6-1,ONECUT1,INSR,IRS1,KLF11,HNF4A,MAFA,SOCS3,LEPR,RFX6,NLRP3,SH2B3,SREBF1,STAT4,DNMT1,ELF3,PTPN22,HLA-DRB1,AVPR1B,ACADM,IRS2,PAX4,ARX,FOXO1,PDX1,GLIS3,AKT2,NFE2L2,INS,GCGR,POMC,RELA,IL6,GCG,ADIPOQ,MECP2,TNF,FBP1,HDAC9,ZFP57,FTO,TFAM,PIK3R1,HNF1A,SOD2,TXNIP,HNF1B,TNFAIP3,TCF7L2,BCL11A",1.42e-13,1.92e-11,"Regulation of primary metabolic process"
"GO_BP","biological_process","GO:0048585",34,1612,9606,"9606.ENSP00000212015,9606.ENSP00000225831,9606.ENSP00000239938,9606.ENSP00000245479,9606.ENSP00000252486,9606.ENSP00000287820,9606.ENSP00000295108,9606.ENSP00000302630,9606.ENSP00000304895,9606.ENSP00000306512,9606.ENSP00000330341,9606.ENSP00000337383,9606.ENSP00000345492,9606.ENSP00000352833,9606.ENSP00000353099,9606.ENSP00000368880,9606.ENSP00000369293,9606.ENSP00000370421,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000384273,9606.ENSP00000385675,9606.ENSP00000389814,9606.ENSP00000398698,9606.ENSP00000408025,9606.ENSP00000416338,9606.ENSP00000446252,9606.ENSP00000467494,9606.ENSP00000481570,9606.ENSP00000486891,9606.ENSP00000494321,9606.ENSP00000497102,9606.ENSP00000497642,9606.ENSP00000499695","SIRT1,CCL2,EGR1,SOX9,APOE,PPARG,NEUROD1,ONECUT1,IRS1,CXCL8,SOCS3,NLRP3,SH2B3,PTPN22,HLA-DRB1,FOXO1,IL2RA,PDX1,NFE2L2,INS,RELA,IL6,ADIPOQ,TNF,FBP1,MFN2,SOD2,GIPR,TNFAIP3,TCF7L2,ABCC8,CTLA4,LPL,UCP2",1.76e-13,2.36e-11,"Negative regulation of response to stimulus"
"GO_BP","biological_process","GO:0010605",44,2760,9606,"9606.ENSP00000212015,9606.ENSP00000231509,9606.ENSP00000239938,9606.ENSP00000242462,9606.ENSP00000245479,9606.ENSP00000252486,9606.ENSP00000256104,9606.ENSP00000269216,9606.ENSP00000287820,9606.ENSP00000295886,9606.ENSP00000306512,9606.ENSP00000307023,9606.ENSP00000312987,9606.ENSP00000330341,9606.ENSP00000337383,9606.ENSP00000345492,9606.ENSP00000348069,9606.ENSP00000352516,9606.ENSP00000352673,9606.ENSP00000352833,9606.ENSP00000353099,9606.ENSP00000368014,9606.ENSP00000368332,9606.ENSP00000368880,9606.ENSP00000370421,9606.ENSP00000371398,9606.ENSP00000380432,9606.ENSP00000384092,9606.ENSP00000384273,9606.ENSP00000385675,9606.ENSP00000389814,9606.ENSP00000395535,9606.ENSP00000398698,9606.ENSP00000408025,9606.ENSP00000408617,9606.ENSP00000418259,9606.ENSP00000418823,9606.ENSP00000438804,9606.ENSP00000462521,9606.ENSP00000480291,9606.ENSP00000481570,9606.ENSP00000486891,9606.ENSP00000496168,9606.ENSP00000498994","SIRT1,NR3C1,EGR1,NEUROG3,SOX9,APOE,FABP4,GATA6,PPARG,NKX6-1,CXCL8,KLF11,HNF4A,SOCS3,NLRP3,SH2B3,SREBF1,DNMT1,ELF3,PTPN22,HLA-DRB1,PAX4,ARX,FOXO1,PDX1,GLIS3,INS,POMC,RELA,IL6,ADIPOQ,MECP2,TNF,FBP1,HDAC9,ZFP57,FTO,HNF1A,TXNIP,HNF1B,TNFAIP3,TCF7L2,BCL11A,PC",1.86e-13,2.48e-11,"Negative regulation of macromolecule metabolic process"
"GO_BP","biological_process","GO:0045892",31,1322,9606,"9606.ENSP00000212015,9606.ENSP00000231509,9606.ENSP00000239938,9606.ENSP00000242462,9606.ENSP00000245479,9606.ENSP00000256104,9606.ENSP00000269216,9606.ENSP00000287820,9606.ENSP00000295886,9606.ENSP00000307023,9606.ENSP00000312987,9606.ENSP00000348069,9606.ENSP00000352516,9606.ENSP00000352673,9606.ENSP00000368014,9606.ENSP00000368332,9606.ENSP00000368880,9606.ENSP00000370421,9606.ENSP00000371398,9606.ENSP00000384273,9606.ENSP00000389814,9606.ENSP00000395535,9606.ENSP00000398698,9606.ENSP00000408025,9606.ENSP00000408617,9606.ENSP00000418259,9606.ENSP00000438804,9606.ENSP00000462521,9606.ENSP00000480291,9606.ENSP00000486891,9606.ENSP00000496168","SIRT1,NR3C1,EGR1,NEUROG3,SOX9,FABP4,GATA6,PPARG,NKX6-1,KLF11,HNF4A,SREBF1,DNMT1,ELF3,PAX4,ARX,FOXO1,PDX1,GLIS3,RELA,ADIPOQ,MECP2,TNF,FBP1,HDAC9,ZFP57,HNF1A,TXNIP,HNF1B,TCF7L2,BCL11A",1.93e-13,2.54e-11,"Negative regulation of transcription, DNA-templated"
"GO_BP","biological_process","GO:0000122",27,971,9606,"9606.ENSP00000212015,9606.ENSP00000231509,9606.ENSP00000239938,9606.ENSP00000242462,9606.ENSP00000245479,9606.ENSP00000269216,9606.ENSP00000287820,9606.ENSP00000295886,9606.ENSP00000307023,9606.ENSP00000348069,9606.ENSP00000352516,9606.ENSP00000368014,9606.ENSP00000368332,9606.ENSP00000368880,9606.ENSP00000370421,9606.ENSP00000371398,9606.ENSP00000384273,9606.ENSP00000395535,9606.ENSP00000398698,9606.ENSP00000408025,9606.ENSP00000408617,9606.ENSP00000418259,9606.ENSP00000438804,9606.ENSP00000462521,9606.ENSP00000480291,9606.ENSP00000486891,9606.ENSP00000496168","SIRT1,NR3C1,EGR1,NEUROG3,SOX9,GATA6,PPARG,NKX6-1,KLF11,SREBF1,DNMT1,PAX4,ARX,FOXO1,PDX1,GLIS3,RELA,MECP2,TNF,FBP1,HDAC9,ZFP57,HNF1A,TXNIP,HNF1B,TCF7L2,BCL11A",2.16e-13,2.78e-11,"Negative regulation of transcription by RNA polymerase II"
"GO_BP","biological_process","GO:0045935",38,2056,9606,"9606.ENSP00000212015,9606.ENSP00000231509,9606.ENSP00000239938,9606.ENSP00000242462,9606.ENSP00000245479,9606.ENSP00000252486,9606.ENSP00000264867,9606.ENSP00000269216,9606.ENSP00000287820,9606.ENSP00000295108,9606.ENSP00000295886,9606.ENSP00000302630,9606.ENSP00000303830,9606.ENSP00000312987,9606.ENSP00000328364,9606.ENSP00000332208,9606.ENSP00000337383,9606.ENSP00000348069,9606.ENSP00000351255,9606.ENSP00000352673,9606.ENSP00000353099,9606.ENSP00000368880,9606.ENSP00000370421,9606.ENSP00000371398,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000384092,9606.ENSP00000384273,9606.ENSP00000385675,9606.ENSP00000395535,9606.ENSP00000398698,9606.ENSP00000418823,9606.ENSP00000420588,9606.ENSP00000428056,9606.ENSP00000438804,9606.ENSP00000480291,9606.ENSP00000486891,9606.ENSP00000496168","SIRT1,NR3C1,EGR1,NEUROG3,SOX9,APOE,PPARGC1A,GATA6,PPARG,NEUROD1,NKX6-1,ONECUT1,INSR,HNF4A,MAFA,RFX6,NLRP3,SREBF1,STAT4,ELF3,HLA-DRB1,FOXO1,PDX1,GLIS3,NFE2L2,INS,POMC,RELA,IL6,MECP2,TNF,FTO,TFAM,PIK3R1,HNF1A,HNF1B,TCF7L2,BCL11A",2.23e-13,2.84e-11,"Positive regulation of nucleobase-containing compound metabolic process"
"GO_BP","biological_process","GO:0010628",29,1146,9606,"9606.ENSP00000212015,9606.ENSP00000239938,9606.ENSP00000245479,9606.ENSP00000264867,9606.ENSP00000269216,9606.ENSP00000287820,9606.ENSP00000303252,9606.ENSP00000306512,9606.ENSP00000337383,9606.ENSP00000352516,9606.ENSP00000352833,9606.ENSP00000368332,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000383558,9606.ENSP00000384092,9606.ENSP00000384273,9606.ENSP00000385675,9606.ENSP00000389814,9606.ENSP00000398698,9606.ENSP00000428056,9606.ENSP00000431885,9606.ENSP00000438804,9606.ENSP00000480291,9606.ENSP00000494321,9606.ENSP00000494664,9606.ENSP00000496168,9606.ENSP00000497271,9606.ENSP00000497642","SIRT1,EGR1,SOX9,PPARGC1A,GATA6,PPARG,ZNF804A,CXCL8,NLRP3,DNMT1,PTPN22,ARX,NFE2L2,INS,GCGR,POMC,RELA,IL6,ADIPOQ,TNF,PIK3R1,TYK2,HNF1A,HNF1B,ABCC8,HK1,BCL11A,IFIH1,LPL",2.26e-13,2.86e-11,"Positive regulation of gene expression"
"GO_BP","biological_process","GO:0051253",32,1434,9606,"9606.ENSP00000212015,9606.ENSP00000231509,9606.ENSP00000239938,9606.ENSP00000242462,9606.ENSP00000245479,9606.ENSP00000256104,9606.ENSP00000269216,9606.ENSP00000287820,9606.ENSP00000295886,9606.ENSP00000307023,9606.ENSP00000312987,9606.ENSP00000348069,9606.ENSP00000352516,9606.ENSP00000352673,9606.ENSP00000368014,9606.ENSP00000368332,9606.ENSP00000368880,9606.ENSP00000370421,9606.ENSP00000371398,9606.ENSP00000384273,9606.ENSP00000385675,9606.ENSP00000389814,9606.ENSP00000395535,9606.ENSP00000398698,9606.ENSP00000408025,9606.ENSP00000408617,9606.ENSP00000418259,9606.ENSP00000438804,9606.ENSP00000462521,9606.ENSP00000480291,9606.ENSP00000486891,9606.ENSP00000496168","SIRT1,NR3C1,EGR1,NEUROG3,SOX9,FABP4,GATA6,PPARG,NKX6-1,KLF11,HNF4A,SREBF1,DNMT1,ELF3,PAX4,ARX,FOXO1,PDX1,GLIS3,RELA,IL6,ADIPOQ,MECP2,TNF,FBP1,HDAC9,ZFP57,HNF1A,TXNIP,HNF1B,TCF7L2,BCL11A",2.61e-13,3.28e-11,"Negative regulation of RNA metabolic process"
"GO_BP","biological_process","GO:0050794",88,11025,9606,"9606.ENSP00000212015,9606.ENSP00000223366,9606.ENSP00000225831,9606.ENSP00000231509,9606.ENSP00000239938,9606.ENSP00000242462,9606.ENSP00000245479,9606.ENSP00000252486,9606.ENSP00000252971,9606.ENSP00000256104,9606.ENSP00000264717,9606.ENSP00000264867,9606.ENSP00000265641,9606.ENSP00000269216,9606.ENSP00000269848,9606.ENSP00000287641,9606.ENSP00000287820,9606.ENSP00000295108,9606.ENSP00000295886,9606.ENSP00000299766,9606.ENSP00000302630,9606.ENSP00000303252,9606.ENSP00000303830,9606.ENSP00000304895,9606.ENSP00000306512,9606.ENSP00000307023,9606.ENSP00000312987,9606.ENSP00000320935,9606.ENSP00000328364,9606.ENSP00000330341,9606.ENSP00000330393,9606.ENSP00000332208,9606.ENSP00000337383,9606.ENSP00000345492,9606.ENSP00000345708,9606.ENSP00000348069,9606.ENSP00000351255,9606.ENSP00000352516,9606.ENSP00000352673,9606.ENSP00000352833,9606.ENSP00000353099,9606.ENSP00000353198,9606.ENSP00000356094,9606.ENSP00000359871,9606.ENSP00000362353,9606.ENSP00000364080,9606.ENSP00000365016,9606.ENSP00000366863,9606.ENSP00000368014,9606.ENSP00000368332,9606.ENSP00000368880,9606.ENSP00000369293,9606.ENSP00000370421,9606.ENSP00000371398,9606.ENSP00000375892,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000381736,9606.ENSP00000383558,9606.ENSP00000384092,9606.ENSP00000384273,9606.ENSP00000385675,9606.ENSP00000386104,9606.ENSP00000387662,9606.ENSP00000389814,9606.ENSP00000395535,9606.ENSP00000398698,9606.ENSP00000408025,9606.ENSP00000408617,9606.ENSP00000416338,9606.ENSP00000418259,9606.ENSP00000418823,9606.ENSP00000420588,9606.ENSP00000428056,9606.ENSP00000431885,9606.ENSP00000438804,9606.ENSP00000446252,9606.ENSP00000462521,9606.ENSP00000467494,9606.ENSP00000480291,9606.ENSP00000481570,9606.ENSP00000486891,9606.ENSP00000494321,9606.ENSP00000496168,9606.ENSP00000497102,9606.ENSP00000497271,9606.ENSP00000497642,9606.ENSP00000499695","SIRT1,GCK,CCL2,NR3C1,EGR1,NEUROG3,SOX9,APOE,MNX1,FABP4,GCKR,PPARGC1A,CPT1A,GATA6,PFKL,SST,PPARG,NEUROD1,NKX6-1,MC4R,ONECUT1,ZNF804A,INSR,IRS1,CXCL8,KLF11,HNF4A,SLC2A4,MAFA,SOCS3,LEPR,RFX6,NLRP3,SH2B3,KCNJ11,SREBF1,STAT4,DNMT1,ELF3,PTPN22,HLA-DRB1,PYY,AVPR1B,ACADM,GLP1R,HLA-DQB1,IRS2,TBC1D4,PAX4,ARX,FOXO1,IL2RA,PDX1,GLIS3,AKT2,NFE2L2,INS,ATP5F1A,GCGR,POMC,RELA,IL6,CPE,GCG,ADIPOQ,MECP2,TNF,FBP1,HDAC9,MFN2,ZFP57,FTO,TFAM,PIK3R1,TYK2,HNF1A,SOD2,TXNIP,GIPR,HNF1B,TNFAIP3,TCF7L2,ABCC8,BCL11A,CTLA4,IFIH1,LPL,UCP2",3.29e-13,4.1e-11,"Regulation of cellular process"
"GO_BP","biological_process","GO:0051252",51,3759,9606,"9606.ENSP00000212015,9606.ENSP00000231509,9606.ENSP00000239938,9606.ENSP00000242462,9606.ENSP00000245479,9606.ENSP00000252486,9606.ENSP00000252971,9606.ENSP00000256104,9606.ENSP00000264867,9606.ENSP00000269216,9606.ENSP00000287820,9606.ENSP00000295108,9606.ENSP00000295886,9606.ENSP00000302630,9606.ENSP00000303830,9606.ENSP00000307023,9606.ENSP00000312987,9606.ENSP00000328364,9606.ENSP00000332208,9606.ENSP00000337383,9606.ENSP00000348069,9606.ENSP00000351255,9606.ENSP00000352516,9606.ENSP00000352673,9606.ENSP00000353099,9606.ENSP00000368014,9606.ENSP00000368332,9606.ENSP00000368880,9606.ENSP00000370421,9606.ENSP00000371398,9606.ENSP00000380252,9606.ENSP00000380432,9606.ENSP00000384092,9606.ENSP00000384273,9606.ENSP00000385675,9606.ENSP00000389814,9606.ENSP00000395535,9606.ENSP00000398698,9606.ENSP00000408025,9606.ENSP00000408617,9606.ENSP00000418259,9606.ENSP00000418823,9606.ENSP00000420588,9606.ENSP00000428056,9606.ENSP00000438804,9606.ENSP00000446252,9606.ENSP00000462521,9606.ENSP00000480291,9606.ENSP00000481570,9606.ENSP00000486891,9606.ENSP00000496168","SIRT1,NR3C1,EGR1,NEUROG3,SOX9,APOE,MNX1,FABP4,PPARGC1A,GATA6,PPARG,NEUROD1,NKX6-1,ONECUT1,INSR,KLF11,HNF4A,MAFA,RFX6,NLRP3,SREBF1,STAT4,DNMT1,ELF3,HLA-DRB1,PAX4,ARX,FOXO1,PDX1,GLIS3,NFE2L2,INS,POMC,RELA,IL6,ADIPOQ,MECP2,TNF,FBP1,HDAC9,ZFP57,FTO,TFAM,PIK3R1,HNF1A,SOD2,TXNIP,HNF1B,TNFAIP3,TCF7L2,BCL11A",3.47e-13,4.29e-11,"Regulation of RNA metabolic process"
"GO_BP","biological_process","GO:0048732",19,419,9606,"9606.ENSP00000231509,9606.ENSP00000245479,9606.ENSP00000265641,9606.ENSP00000269216,9606.ENSP00000302630,9606.ENSP00000303830,9606.ENSP00000312987,9606.ENSP00000352673,9606.ENSP00000359871,9606.ENSP00000365016,9606.ENSP00000370421,9606.ENSP00000375892,9606.ENSP00000384273,9606.ENSP00000385675,9606.ENSP00000398698,9606.ENSP00000438804,9606.ENSP00000446252,9606.ENSP00000480291,9606.ENSP00000499695","NR3C1,SOX9,CPT1A,GATA6,ONECUT1,INSR,HNF4A,ELF3,ACADM,IRS2,PDX1,AKT2,RELA,IL6,TNF,HNF1A,SOD2,HNF1B,UCP2",4.21e-13,5.16e-11,"Gland development"
